"","Time","strain","OD600","trial","mean_OD600","sem_OD600"
"6249",9.25,"Pa14_68350",2.865,"trial_4",3.4375,0.212900015656802
"6250",9.25,"Pa14_72840",3.065,"trial_4",3.7465,0.232773316053767
"6251",9.25,"Pa14",3.054,"trial_4",3.5635,0.191215628719691
"6252",9.5,"Pa14_51430",3.151,"trial_4",3.966,0.317109339713187
"6253",9.5,"Pa14_16930",3.018,"trial_4",3.4625,0.298196383836782
"6254",9.5,"Pa14_09810",3.302,"trial_4",4.09725,0.269950419830506
"6255",9.5,"Pa14_64590",3.688,"trial_4",4.0905,0.137759149726373
"6256",9.5,"Pa14_05300",3.879,"trial_4",4.181,0.107300201925874
"6257",9.5,"Pa14_18520",3.058,"trial_4",3.76025,0.234123320424657
"6258",9.5,"Pa14_01960",3.916,"trial_4",3.96625,0.0340107213488139
"6259",9.5,"Pa14_09480",1.419,"trial_4",3.25325,0.667329550646955
"6260",9.5,"Pa14_19120",3.09,"trial_4",3.921,0.277447592648894
"6261",9.5,"Pa14_48650",3.442,"trial_4",4.059,0.210873184639489
"6262",9.5,"Pa14_58770",3.523,"trial_4",3.85475,0.110693552206079
"6263",9.5,"Pa14_06570",3.106,"trial_4",3.721,0.220153734164712
"6264",9.5,"Pa14_32750",3.08,"trial_4",3.82725,0.279431379471478
"6265",9.5,"Pa14_62830",0.757,"trial_4",1.608,0.537595107864646
"6266",9.5,"Pa14_17250",3.844,"trial_4",3.92825,0.0684913315683087
"6267",9.5,"Pa14_20440",3.799,"trial_4",3.94275,0.0584983974139463
"6268",9.5,"Pa14_68350",2.966,"trial_4",3.55925,0.205882804446284
"6269",9.5,"Pa14_72840",3.168,"trial_4",3.83275,0.22509419324659
"6270",9.5,"Pa14",3.19,"trial_4",3.68675,0.184974040971519
"6271",9.75,"Pa14_51430",3.269,"trial_4",4.0565,0.308000405843888
"6272",9.75,"Pa14_16930",3.038,"trial_4",3.5015,0.305837783800498
"6273",9.75,"Pa14_09810",3.523,"trial_4",4.1645,0.218988013370595
"6274",9.75,"Pa14_64590",3.815,"trial_4",4.15875,0.118965243523756
"6275",9.75,"Pa14_05300",3.948,"trial_4",4.23425,0.106938748044539
"6276",9.75,"Pa14_18520",3.141,"trial_4",3.83425,0.231575176778514
"6277",9.75,"Pa14_01960",3.983,"trial_4",4.02975,0.0314573123454628
"6278",9.75,"Pa14_09480",1.586,"trial_4",3.358,0.641648268134498
"6279",9.75,"Pa14_19120",3.181,"trial_4",3.981,0.267000936327946
"6280",9.75,"Pa14_48650",3.599,"trial_4",4.1495,0.194354701512467
"6281",9.75,"Pa14_58770",3.618,"trial_4",3.916,0.100005833163204
"6282",9.75,"Pa14_06570",3.265,"trial_4",3.82475,0.202789864556064
"6283",9.75,"Pa14_32750",3.195,"trial_4",3.9015,0.261781874850036
"6284",9.75,"Pa14_62830",0.829,"trial_4",1.70025,0.53588639576562
"6285",9.75,"Pa14_17250",3.937,"trial_4",4.00375,0.0614469622248869
"6286",9.75,"Pa14_20440",3.868,"trial_4",4.00975,0.059960229875032
"6287",9.75,"Pa14_68350",3.071,"trial_4",3.63725,0.198355898576271
"6288",9.75,"Pa14_72840",3.267,"trial_4",3.905,0.218282309559585
"6289",9.75,"Pa14",3.3,"trial_4",3.77175,0.174619765490623
"6290",10,"Pa14_51430",3.362,"trial_4",4.15275,0.304086439191227
"6291",10,"Pa14_16930",3.048,"trial_4",3.53525,0.311753207681974
"6292",10,"Pa14_09810",3.761,"trial_4",4.2475,0.167378065070267
"6293",10,"Pa14_64590",3.937,"trial_4",4.229,0.103196414666402
"6294",10,"Pa14_05300",4.026,"trial_4",4.283,0.105485386033643
"6295",10,"Pa14_18520",3.242,"trial_4",3.90675,0.222066196962377
"6296",10,"Pa14_01960",4.049,"trial_4",4.0885,0.0301012181370344
"6297",10,"Pa14_09480",1.775,"trial_4",3.47225,0.611248909337814
"6298",10,"Pa14_19120",3.325,"trial_4",4.09125,0.2578185327577
"6299",10,"Pa14_48650",3.752,"trial_4",4.23675,0.177649174404686
"6300",10,"Pa14_58770",3.843,"trial_4",4.038,0.0675067897819668
"6301",10,"Pa14_06570",3.502,"trial_4",3.9345,0.159399132159913
"6302",10,"Pa14_32750",3.298,"trial_4",3.96625,0.248577410813345
"6303",10,"Pa14_62830",0.921,"trial_4",1.798,0.531822338756093
"6304",10,"Pa14_17250",4.053,"trial_4",4.077,0.0475832603618822
"6305",10,"Pa14_20440",4.064,"trial_4",4.1115,0.0452483885532586
"6306",10,"Pa14_68350",3.186,"trial_4",3.747,0.192174833593441
"6307",10,"Pa14_72840",3.351,"trial_4",3.97325,0.213161275016516
"6308",10,"Pa14",3.412,"trial_4",3.856,0.167875449862887
"6309",10.25,"Pa14_51430",3.444,"trial_4",4.23175,0.300364882268217
"6310",10.25,"Pa14_16930",3.072,"trial_4",3.5745,0.324725140182688
"6311",10.25,"Pa14_09810",4.04,"trial_4",4.349,0.111423366789317
"6312",10.25,"Pa14_64590",4.055,"trial_4",4.28475,0.0842361511862138
"6313",10.25,"Pa14_05300",4.09,"trial_4",4.31575,0.103844735864013
"6314",10.25,"Pa14_18520",3.301,"trial_4",3.9895,0.230580607741993
"6315",10.25,"Pa14_01960",4.107,"trial_4",4.14075,0.0319018677614128
"6316",10.25,"Pa14_09480",2.02,"trial_4",3.621,0.566708331801583
"6317",10.25,"Pa14_19120",3.407,"trial_4",4.16975,0.258149625540435
"6318",10.25,"Pa14_48650",3.877,"trial_4",4.305,0.165883995611391
"6319",10.25,"Pa14_58770",3.847,"trial_4",4.09875,0.0840846547633197
"6320",10.25,"Pa14_06570",3.555,"trial_4",4.0045,0.163946383512009
"6321",10.25,"Pa14_32750",3.368,"trial_4",4.02675,0.245068145284803
"6322",10.25,"Pa14_62830",0.974,"trial_4",1.8985,0.53345204408019
"6323",10.25,"Pa14_17250",4.12,"trial_4",4.12275,0.0508582589163256
"6324",10.25,"Pa14_20440",4.11,"trial_4",4.15975,0.0446399951463558
"6325",10.25,"Pa14_68350",3.319,"trial_4",3.866,0.185386533131904
"6326",10.25,"Pa14_72840",3.431,"trial_4",4.04675,0.212122753376435
"6327",10.25,"Pa14",3.485,"trial_4",3.91875,0.163446410687622
"6328",10.5,"Pa14_51430",3.501,"trial_4",4.30275,0.300464744188066
"6329",10.5,"Pa14_16930",3.094,"trial_4",3.58225,0.329812415119059
"6330",10.5,"Pa14_09810",4.295,"trial_4",4.44325,0.0660156231508876
"6331",10.5,"Pa14_64590",4.166,"trial_4",4.33275,0.066640046768691
"6332",10.5,"Pa14_05300",4.128,"trial_4",4.33625,0.110128996333088
"6333",10.5,"Pa14_18520",3.389,"trial_4",4.06175,0.224531131842929
"6334",10.5,"Pa14_01960",4.158,"trial_4",4.18275,0.0395376929861451
"6335",10.5,"Pa14_09480",2.281,"trial_4",3.7155,0.513654634295587
"6336",10.5,"Pa14_19120",3.496,"trial_4",4.243,0.253590549245564
"6337",10.5,"Pa14_48650",3.96,"trial_4",4.35075,0.156683531893644
"6338",10.5,"Pa14_58770",3.962,"trial_4",4.21075,0.0883151317725337
"6339",10.5,"Pa14_06570",3.65,"trial_4",4.08525,0.158244207371602
"6340",10.5,"Pa14_32750",3.438,"trial_4",4.08725,0.238833754942638
"6341",10.5,"Pa14_62830",1.049,"trial_4",2.014,0.52796606582873
"6342",10.5,"Pa14_17250",4.22,"trial_4",4.221,0.0380460247594936
"6343",10.5,"Pa14_20440",4.19,"trial_4",4.22,0.0479791621435806
"6344",10.5,"Pa14_68350",3.388,"trial_4",3.9445,0.187826826270016
"6345",10.5,"Pa14_72840",3.508,"trial_4",4.14825,0.218717997659086
"6346",10.5,"Pa14",3.573,"trial_4",4.0075,0.162781294994235
"6347",10.75,"Pa14_51430",3.596,"trial_4",4.40375,0.295294873812601
"6348",10.75,"Pa14_16930",3.103,"trial_4",3.57925,0.327520578233898
"6349",10.75,"Pa14_09810",4.336,"trial_4",4.4705,0.0658185637440786
"6350",10.75,"Pa14_64590",4.269,"trial_4",4.37125,0.0548275706191694
"6351",10.75,"Pa14_05300",4.176,"trial_4",4.358,0.114531655012926
"6352",10.75,"Pa14_18520",3.515,"trial_4",4.097,0.194200926877294
"6353",10.75,"Pa14_01960",4.198,"trial_4",4.22525,0.0473803317140492
"6354",10.75,"Pa14_09480",2.563,"trial_4",3.8255,0.459172534747742
"6355",10.75,"Pa14_19120",3.615,"trial_4",4.31125,0.244385411116676
"6356",10.75,"Pa14_48650",4.042,"trial_4",4.39675,0.148140347306195
"6357",10.75,"Pa14_58770",4.068,"trial_4",4.271,0.0830030119935415
"6358",10.75,"Pa14_06570",3.78,"trial_4",4.147,0.131819320789228
"6359",10.75,"Pa14_32750",3.52,"trial_4",4.139,0.223745763460823
"6360",10.75,"Pa14_62830",1.131,"trial_4",2.1195,0.521822686998818
"6361",10.75,"Pa14_17250",4.308,"trial_4",4.28175,0.0342013035813939
"6362",10.75,"Pa14_20440",4.183,"trial_4",4.256,0.0614261073702923
"6363",10.75,"Pa14_68350",3.495,"trial_4",4.0085,0.173536499522915
"6364",10.75,"Pa14_72840",3.57,"trial_4",4.20575,0.217310214133314
"6365",10.75,"Pa14",3.675,"trial_4",4.084,0.150900629554684
"6366",11,"Pa14_51430",3.685,"trial_4",4.467,0.286729838000861
"6367",11,"Pa14_16930",3.121,"trial_4",3.575,0.336685065503852
"6368",11,"Pa14_09810",4.375,"trial_4",4.503,0.0652750590450391
"6369",11,"Pa14_64590",4.362,"trial_4",4.391,0.0480780615249824
"6370",11,"Pa14_05300",4.204,"trial_4",4.3745,0.12399630370835
"6371",11,"Pa14_18520",3.685,"trial_4",4.1925,0.170208940227396
"6372",11,"Pa14_01960",4.254,"trial_4",4.26975,0.0539697060087108
"6373",11,"Pa14_09480",2.809,"trial_4",3.9495,0.408042175107754
"6374",11,"Pa14_19120",3.735,"trial_4",4.3615,0.224864588882584
"6375",11,"Pa14_48650",4.079,"trial_4",4.43575,0.150271074506484
"6376",11,"Pa14_58770",4.184,"trial_4",4.32325,0.0634998359577933
"6377",11,"Pa14_06570",3.918,"trial_4",4.2235,0.112272362286243
"6378",11,"Pa14_32750",3.589,"trial_4",4.183,0.213260794959286
"6379",11,"Pa14_62830",1.197,"trial_4",2.2315,0.517336850288733
"6380",11,"Pa14_17250",4.285,"trial_4",4.30925,0.0270073292521371
"6381",11,"Pa14_20440",4.226,"trial_4",4.3035,0.0685729538520837
"6382",11,"Pa14_68350",3.57,"trial_4",4.0785,0.173352002199763
"6383",11,"Pa14_72840",3.664,"trial_4",4.26125,0.20210120195915
"6384",11,"Pa14",3.776,"trial_4",4.13875,0.127529980135391
"6385",11.25,"Pa14_51430",3.764,"trial_4",4.55325,0.281862370374858
"6386",11.25,"Pa14_16930",3.138,"trial_4",3.59075,0.340727499868541
"6387",11.25,"Pa14_09810",4.394,"trial_4",4.52175,0.064712666199645
"6388",11.25,"Pa14_64590",4.42,"trial_4",4.39325,0.0486678795510961
"6389",11.25,"Pa14_05300",4.236,"trial_4",4.36875,0.126093467316907
"6390",11.25,"Pa14_18520",3.744,"trial_4",4.232,0.164903507138771
"6391",11.25,"Pa14_01960",4.281,"trial_4",4.30175,0.0580393185693974
"6392",11.25,"Pa14_09480",2.976,"trial_4",4.03,0.374487872522818
"6393",11.25,"Pa14_19120",3.792,"trial_4",4.3805,0.209931933413349
"6394",11.25,"Pa14_48650",4.115,"trial_4",4.46675,0.151372815150762
"6395",11.25,"Pa14_58770",4.232,"trial_4",4.3495,0.0534797469453002
"6396",11.25,"Pa14_06570",3.988,"trial_4",4.28,0.108102574745779
"6397",11.25,"Pa14_32750",3.65,"trial_4",4.20075,0.195714662625636
"6398",11.25,"Pa14_62830",1.231,"trial_4",2.3655,0.516417547468454
"6399",11.25,"Pa14_17250",4.357,"trial_4",4.364,0.0350689796448848
"6400",11.25,"Pa14_20440",4.266,"trial_4",4.3345,0.0683892048011478
"6401",11.25,"Pa14_68350",3.71,"trial_4",4.1485,0.15120929204252
"6402",11.25,"Pa14_72840",3.72,"trial_4",4.2965,0.196253450075831
"6403",11.25,"Pa14",3.769,"trial_4",4.177,0.143766013600804
"6404",11.5,"Pa14_51430",3.828,"trial_4",4.59525,0.276738557426801
"6405",11.5,"Pa14_16930",3.153,"trial_4",3.604,0.354639018345885
"6406",11.5,"Pa14_09810",4.412,"trial_4",4.53725,0.0649581596106294
"6407",11.5,"Pa14_64590",4.472,"trial_4",4.3805,0.0617933383680366
"6408",11.5,"Pa14_05300",4.247,"trial_4",4.3585,0.134742037488924
"6409",11.5,"Pa14_18520",3.778,"trial_4",4.278,0.168943777630311
"6410",11.5,"Pa14_01960",4.304,"trial_4",4.3205,0.0629159492232826
"6411",11.5,"Pa14_09480",3.113,"trial_4",4.09975,0.347895428493487
"6412",11.5,"Pa14_19120",3.873,"trial_4",4.4035,0.19096356546036
"6413",11.5,"Pa14_48650",4.159,"trial_4",4.49125,0.150238906967092
"6414",11.5,"Pa14_58770",4.317,"trial_4",4.40325,0.0388552334527367
"6415",11.5,"Pa14_06570",4.044,"trial_4",4.3225,0.105016268580952
"6416",11.5,"Pa14_32750",3.716,"trial_4",4.2335,0.180586313619462
"6417",11.5,"Pa14_62830",1.333,"trial_4",2.5,0.502650143406591
"6418",11.5,"Pa14_17250",4.43,"trial_4",4.429,0.0372983467015182
"6419",11.5,"Pa14_20440",4.317,"trial_4",4.37025,0.0708535755390415
"6420",11.5,"Pa14_68350",3.761,"trial_4",4.2025,0.15217013504627
"6421",11.5,"Pa14_72840",3.778,"trial_4",4.339,0.192014322382472
"6422",11.5,"Pa14",3.861,"trial_4",4.239,0.132469493343436
"6423",11.75,"Pa14_51430",3.902,"trial_4",4.633,0.268157602912914
"6424",11.75,"Pa14_16930",3.162,"trial_4",3.6015,0.36158182568634
"6425",11.75,"Pa14_09810",4.446,"trial_4",4.5565,0.063975906923362
"6426",11.75,"Pa14_64590",4.491,"trial_4",4.3645,0.0690718225231293
"6427",11.75,"Pa14_05300",4.248,"trial_4",4.34475,0.144077163931924
"6428",11.75,"Pa14_18520",3.833,"trial_4",4.34,0.176251241130382
"6429",11.75,"Pa14_01960",4.327,"trial_4",4.3345,0.0691550190996044
"6430",11.75,"Pa14_09480",3.242,"trial_4",4.159,0.319482133042418
"6431",11.75,"Pa14_19120",3.966,"trial_4",4.42275,0.170964116605405
"6432",11.75,"Pa14_48650",4.199,"trial_4",4.51275,0.150721804991846
"6433",11.75,"Pa14_58770",4.401,"trial_4",4.4345,0.0311086804606046
"6434",11.75,"Pa14_06570",4.167,"trial_4",4.39375,0.0904188171787267
"6435",11.75,"Pa14_32750",3.77,"trial_4",4.253,0.169250307729902
"6436",11.75,"Pa14_62830",1.433,"trial_4",2.632,0.490029761000969
"6437",11.75,"Pa14_17250",4.522,"trial_4",4.467,0.0303809150619267
"6438",11.75,"Pa14_20440",4.362,"trial_4",4.383,0.058373795490785
"6439",11.75,"Pa14_68350",3.831,"trial_4",4.23025,0.137669516717875
"6440",11.75,"Pa14_72840",3.871,"trial_4",4.3635,0.168055794306534
"6441",11.75,"Pa14",4.035,"trial_4",4.3045,0.102129411369432
"6442",12,"Pa14_51430",3.949,"trial_4",4.68775,0.268614151712079
"6443",12,"Pa14_16930",3.163,"trial_4",3.60225,0.370620285242637
"6444",12,"Pa14_09810",4.45,"trial_4",4.5655,0.0672712172230195
"6445",12,"Pa14_64590",4.491,"trial_4",4.35175,0.0764671770543849
"6446",12,"Pa14_05300",4.237,"trial_4",4.32775,0.151349141061322
"6447",12,"Pa14_18520",3.877,"trial_4",4.36975,0.173678522467997
"6448",12,"Pa14_01960",4.343,"trial_4",4.34725,0.0760409703164463
"6449",12,"Pa14_09480",3.361,"trial_4",4.2445,0.305374223972271
"6450",12,"Pa14_19120",4.047,"trial_4",4.44125,0.156756911065084
"6451",12,"Pa14_48650",4.231,"trial_4",4.53325,0.153010007842624
"6452",12,"Pa14_58770",4.449,"trial_4",4.45575,0.0357010153917225
"6453",12,"Pa14_06570",4.249,"trial_4",4.43275,0.0774148726021041
"6454",12,"Pa14_32750",3.813,"trial_4",4.286,0.165525929489411
"6455",12,"Pa14_62830",1.541,"trial_4",2.7535,0.474732468519551
"6456",12,"Pa14_17250",4.55,"trial_4",4.49525,0.0374196361108265
"6457",12,"Pa14_20440",4.407,"trial_4",4.41225,0.0637787516863309
"6458",12,"Pa14_68350",3.885,"trial_4",4.26675,0.136576825144922
"6459",12,"Pa14_72840",3.942,"trial_4",4.39175,0.152741270890789
"6460",12,"Pa14",4.068,"trial_4",4.34175,0.103086027989571
"6461",12.25,"Pa14_51430",4.008,"trial_4",4.744,0.274654935024538
"6462",12.25,"Pa14_16930",3.171,"trial_4",3.59375,0.377153013819767
"6463",12.25,"Pa14_09810",4.46,"trial_4",4.57375,0.0686638854614758
"6464",12.25,"Pa14_64590",4.479,"trial_4",4.3305,0.0809531757664062
"6465",12.25,"Pa14_05300",4.238,"trial_4",4.3065,0.157317354414572
"6466",12.25,"Pa14_18520",3.985,"trial_4",4.4215,0.159976300328101
"6467",12.25,"Pa14_01960",4.34,"trial_4",4.34775,0.082284440611009
"6468",12.25,"Pa14_09480",3.48,"trial_4",4.27225,0.274331118358818
"6469",12.25,"Pa14_19120",4.128,"trial_4",4.45075,0.143624147807161
"6470",12.25,"Pa14_48650",4.264,"trial_4",4.54175,0.150465043005566
"6471",12.25,"Pa14_58770",4.504,"trial_4",4.49,0.0407492331216184
"6472",12.25,"Pa14_06570",4.326,"trial_4",4.47275,0.0685339028024331
"6473",12.25,"Pa14_32750",3.871,"trial_4",4.2995,0.149935819602922
"6474",12.25,"Pa14_62830",1.67,"trial_4",2.88675,0.457405067564116
"6475",12.25,"Pa14_17250",4.627,"trial_4",4.5105,0.0460588391806249
"6476",12.25,"Pa14_20440",4.442,"trial_4",4.4355,0.0716804250359422
"6477",12.25,"Pa14_68350",3.918,"trial_4",4.27975,0.127884958067788
"6478",12.25,"Pa14_72840",4.002,"trial_4",4.421,0.143351549230089
"6479",12.25,"Pa14",4.123,"trial_4",4.36725,0.0944046035247575
"6480",12.5,"Pa14_51430",4.059,"trial_4",4.7575,0.2655856735594
"6481",12.5,"Pa14_16930",3.172,"trial_4",3.605,0.388182731884525
"6482",12.5,"Pa14_09810",4.454,"trial_4",4.578,0.0734540672801719
"6483",12.5,"Pa14_64590",4.452,"trial_4",4.29975,0.0794212135809234
"6484",12.5,"Pa14_05300",4.225,"trial_4",4.28,0.161996913550845
"6485",12.5,"Pa14_18520",3.987,"trial_4",4.44075,0.167809601930283
"6486",12.5,"Pa14_01960",4.343,"trial_4",4.34325,0.0863571797825751
"6487",12.5,"Pa14_09480",3.586,"trial_4",4.28375,0.240776651345876
"6488",12.5,"Pa14_19120",4.202,"trial_4",4.46725,0.139791734972661
"6489",12.5,"Pa14_48650",4.285,"trial_4",4.543,0.149527589427503
"6490",12.5,"Pa14_58770",4.541,"trial_4",4.5125,0.0474385567515146
"6491",12.5,"Pa14_06570",4.277,"trial_4",4.4755,0.0802335133635981
"6492",12.5,"Pa14_32750",3.911,"trial_4",4.32175,0.143801584947223
"6493",12.5,"Pa14_62830",1.805,"trial_4",3.005,0.43617427709575
"6494",12.5,"Pa14_17250",4.661,"trial_4",4.53525,0.0528951399783885
"6495",12.5,"Pa14_20440",4.513,"trial_4",4.4865,0.0959118518918979
"6496",12.5,"Pa14_68350",3.914,"trial_4",4.29275,0.136932693320478
"6497",12.5,"Pa14_72840",4.071,"trial_4",4.45375,0.132128330926162
"6498",12.5,"Pa14",4.153,"trial_4",4.392,0.0960407899453839
"6499",12.75,"Pa14_51430",4.103,"trial_4",4.8035,0.260735338354176
"6500",12.75,"Pa14_16930",3.174,"trial_4",3.62175,0.393980620293266
"6501",12.75,"Pa14_09810",4.446,"trial_4",4.57525,0.0805516138882394
"6502",12.75,"Pa14_64590",4.429,"trial_4",4.278,0.0769837645221381
"6503",12.75,"Pa14_05300",4.206,"trial_4",4.25475,0.164268771124236
"6504",12.75,"Pa14_18520",4.131,"trial_4",4.496,0.139960113365678
"6505",12.75,"Pa14_01960",4.332,"trial_4",4.33425,0.0905275050283981
"6506",12.75,"Pa14_09480",3.697,"trial_4",4.317,0.213673036826518
"6507",12.75,"Pa14_19120",4.298,"trial_4",4.50125,0.127621429104468
"6508",12.75,"Pa14_48650",4.288,"trial_4",4.53925,0.148274168912412
"6509",12.75,"Pa14_58770",4.547,"trial_4",4.53325,0.0532155600678348
"6510",12.75,"Pa14_06570",4.332,"trial_4",4.51,0.0759385716659634
"6511",12.75,"Pa14_32750",3.955,"trial_4",4.35575,0.135506073049636
"6512",12.75,"Pa14_62830",1.931,"trial_4",3.10375,0.4174999750499
"6513",12.75,"Pa14_17250",4.667,"trial_4",4.55225,0.0573605192328893
"6514",12.75,"Pa14_20440",4.589,"trial_4",4.5065,0.103065108871367
"6515",12.75,"Pa14_68350",3.983,"trial_4",4.35325,0.134675149279046
"6516",12.75,"Pa14_72840",4.149,"trial_4",4.46475,0.110553437305224
"6517",12.75,"Pa14",4.223,"trial_4",4.4215,0.0917146843931403
"6518",13,"Pa14_51430",4.167,"trial_4",4.8375,0.258258430001165
"6519",13,"Pa14_16930",3.145,"trial_4",3.5905,0.403828862267174
"6520",13,"Pa14_09810",4.43,"trial_4",4.58,0.0959956596241032
"6521",13,"Pa14_64590",4.391,"trial_4",4.25075,0.0763592114067889
"6522",13,"Pa14_05300",4.178,"trial_4",4.21725,0.168908937497892
"6523",13,"Pa14_18520",4.19,"trial_4",4.5075,0.128393600567422
"6524",13,"Pa14_01960",4.309,"trial_4",4.31675,0.0924755598342972
"6525",13,"Pa14_09480",3.774,"trial_4",4.339,0.19347135877609
"6526",13,"Pa14_19120",4.359,"trial_4",4.4905,0.135635848260456
"6527",13,"Pa14_48650",4.3,"trial_4",4.53325,0.146838559309195
"6528",13,"Pa14_58770",4.586,"trial_4",4.55225,0.0555088206203902
"6529",13,"Pa14_06570",4.362,"trial_4",4.52575,0.0723663998920308
"6530",13,"Pa14_32750",3.997,"trial_4",4.36125,0.125244011832902
"6531",13,"Pa14_62830",2.14,"trial_4",3.2185,0.380509417316663
"6532",13,"Pa14_17250",4.621,"trial_4",4.546,0.0459365504437008
"6533",13,"Pa14_20440",4.645,"trial_4",4.52325,0.116961086833756
"6534",13,"Pa14_68350",4.023,"trial_4",4.35375,0.11656141085282
"6535",13,"Pa14_72840",4.179,"trial_4",4.47325,0.101517137305317
"6536",13,"Pa14",4.276,"trial_4",4.45025,0.0891219903652667
"6537",13.25,"Pa14_51430",4.195,"trial_4",4.854,0.255997070295736
"6538",13.25,"Pa14_16930",3.15,"trial_4",3.59725,0.411719033443925
"6539",13.25,"Pa14_09810",4.412,"trial_4",4.576,0.111236235103495
"6540",13.25,"Pa14_64590",4.36,"trial_4",4.22375,0.0789729647833148
"6541",13.25,"Pa14_05300",4.147,"trial_4",4.18275,0.175022081940156
"6542",13.25,"Pa14_18520",4.254,"trial_4",4.52575,0.119641391249016
"6543",13.25,"Pa14_01960",4.295,"trial_4",4.29825,0.0943993070242926
"6544",13.25,"Pa14_09480",3.857,"trial_4",4.35325,0.169819696050448
"6545",13.25,"Pa14_19120",4.42,"trial_4",4.49275,0.138520982165158
"6546",13.25,"Pa14_48650",4.295,"trial_4",4.5205,0.147842540111656
"6547",13.25,"Pa14_58770",4.628,"trial_4",4.56625,0.061533696730599
"6548",13.25,"Pa14_06570",4.463,"trial_4",4.564,0.066375196170457
"6549",13.25,"Pa14_32750",4.039,"trial_4",4.37425,0.116259318622925
"6550",13.25,"Pa14_62830",2.288,"trial_4",3.3075,0.354443342910166
"6551",13.25,"Pa14_17250",4.617,"trial_4",4.555,0.062392574344495
"6552",13.25,"Pa14_20440",4.684,"trial_4",4.52125,0.124292246339022
"6553",13.25,"Pa14_68350",4.066,"trial_4",4.37325,0.115561942264744
"6554",13.25,"Pa14_72840",4.286,"trial_4",4.49125,0.0762947955848455
"6555",13.25,"Pa14",4.356,"trial_4",4.45875,0.0846653953316624
"6556",13.5,"Pa14_51430",4.223,"trial_4",4.907,0.263211258624449
"6557",13.5,"Pa14_16930",3.137,"trial_4",3.594,0.419562271897748
"6558",13.5,"Pa14_09810",4.387,"trial_4",4.578,0.128952833754568
"6559",13.5,"Pa14_64590",4.322,"trial_4",4.19025,0.0781380989018801
"6560",13.5,"Pa14_05300",4.116,"trial_4",4.15125,0.178276645974732
"6561",13.5,"Pa14_18520",4.258,"trial_4",4.52775,0.122484948054853
"6562",13.5,"Pa14_01960",4.275,"trial_4",4.279,0.0957226897518729
"6563",13.5,"Pa14_09480",3.923,"trial_4",4.38225,0.158020766040416
"6564",13.5,"Pa14_19120",4.484,"trial_4",4.50575,0.148327551385439
"6565",13.5,"Pa14_48650",4.299,"trial_4",4.50675,0.144288123211857
"6566",13.5,"Pa14_58770",4.669,"trial_4",4.5795,0.0661469324055671
"6567",13.5,"Pa14_06570",4.538,"trial_4",4.59425,0.0692078692539127
"6568",13.5,"Pa14_32750",4.08,"trial_4",4.37625,0.111255243322131
"6569",13.5,"Pa14_62830",2.486,"trial_4",3.4075,0.319105128967451
"6570",13.5,"Pa14_17250",4.613,"trial_4",4.552,0.070694177035076
"6571",13.5,"Pa14_20440",4.674,"trial_4",4.49475,0.120748619729861
"6572",13.5,"Pa14_68350",4.106,"trial_4",4.397,0.112859056644412
"6573",13.5,"Pa14_72840",4.316,"trial_4",4.493,0.0676325858345419
"6574",13.5,"Pa14",4.441,"trial_4",4.49125,0.096623302054939
"6575",13.75,"Pa14_51430",4.276,"trial_4",4.93875,0.255407313586227
"6576",13.75,"Pa14_16930",3.122,"trial_4",3.5875,0.422731100504012
"6577",13.75,"Pa14_09810",4.354,"trial_4",4.57325,0.148360133346754
"6578",13.75,"Pa14_64590",4.273,"trial_4",4.1535,0.0787130865866661
"6579",13.75,"Pa14_05300",4.084,"trial_4",4.11475,0.179782449551303
"6580",13.75,"Pa14_18520",4.288,"trial_4",4.5345,0.111818677628859
"6581",13.75,"Pa14_01960",4.248,"trial_4",4.2565,0.0988943038467502
"6582",13.75,"Pa14_09480",4.006,"trial_4",4.39075,0.136862080821046
"6583",13.75,"Pa14_19120",4.536,"trial_4",4.50125,0.150588498343444
"6584",13.75,"Pa14_48650",4.299,"trial_4",4.49525,0.143109733538056
"6585",13.75,"Pa14_58770",4.705,"trial_4",4.5945,0.0729663164297976
"6586",13.75,"Pa14_06570",4.604,"trial_4",4.61375,0.0713913801986393
"6587",13.75,"Pa14_32750",4.117,"trial_4",4.387,0.109641081108619
"6588",13.75,"Pa14_62830",2.64,"trial_4",3.488,0.290941861317114
"6589",13.75,"Pa14_17250",4.611,"trial_4",4.5485,0.0766251699291209
"6590",13.75,"Pa14_20440",4.669,"trial_4",4.49775,0.135735880174207
"6591",13.75,"Pa14_68350",4.148,"trial_4",4.402,0.104937282856635
"6592",13.75,"Pa14_72840",4.356,"trial_4",4.489,0.0602840498528979
"6593",13.75,"Pa14",4.447,"trial_4",4.492,0.104921399151937
"6594",14,"Pa14_51430",4.309,"trial_4",4.93475,0.242533975283189
"6595",14,"Pa14_16930",3.115,"trial_4",3.5855,0.426592018209436
"6596",14,"Pa14_09810",4.324,"trial_4",4.5925,0.183162268676348
"6597",14,"Pa14_64590",4.23,"trial_4",4.11975,0.0718556133274685
"6598",14,"Pa14_05300",4.05,"trial_4",4.07375,0.178116242474776
"6599",14,"Pa14_18520",4.334,"trial_4",4.535,0.0933898638325738
"6600",14,"Pa14_01960",4.223,"trial_4",4.229,0.100876987795367
"6601",14,"Pa14_09480",4.07,"trial_4",4.413,0.127690380739245
"6602",14,"Pa14_19120",4.539,"trial_4",4.48025,0.148217956064709
