"","Strain","Plate","Chemical","corr_OD595","trial","chem_mean"
"3193","PA01","PM2","Gentiobiose",0.226,"trial_1",0.085
"3194","PA01","PM2","L-Glucose",0.059,"trial_1",0.0416666666666667
"3195","PA01","PM2","D-Lactitol",0.075,"trial_1",0.0556666666666667
"3196","PA01","PM2","D-Melezitose",0.095,"trial_1",0.0693333333333333
"3197","PA01","PM2","Maltitol",0.056,"trial_1",0.051
"3198","PA01","PM2","a-Methyl D-Glucoside",0.08,"trial_1",0.0636666666666667
"3199","PA01","PM2","b-Methyl D-Galactoside",0.018,"trial_1",0.0176666666666667
"3200","PA01","PM2","3-O-Methyl-D-Glucose",0.136,"trial_1",0.141
"3201","PA01","PM2","b-Methyl-D-Glucuronic acid",0.061,"trial_1",0.0666666666666667
"3202","PA01","PM2","a-Methyl D-Mannoside",0.063,"trial_1",0.068
"3203","PA01","PM2","b-Methyl D-Xyloside",0.009,"trial_1",0.0116666666666667
"3204","PA01","PM2","Palatinose",0.234,"trial_1",0.289666666666667
"3205","PA01","PM2","D-Raffinose",0.043,"trial_1",0.0223333333333333
"3206","PA01","PM2","Salicin",0.066,"trial_1",0.05
"3207","PA01","PM2","Sedoheptulosan",0.068,"trial_1",0.0546666666666667
"3208","PA01","PM2","L-Sorbose",0.131,"trial_1",0.129333333333333
"3209","PA01","PM2","Stachyose",0.055,"trial_1",0.0523333333333333
"3210","PA01","PM2","D-Tagatose",0.39,"trial_1",0.487666666666667
"3211","PA01","PM2","Turanose",0.076,"trial_1",0.0696666666666667
"3212","PA01","PM2","Xylitol",0.074,"trial_1",0.0636666666666667
"3213","PA01","PM2","N-Acetyl-D-Glucosaminitol",0.092,"trial_1",0.095
"3214","PA01","PM2","g-Amino-n-Butyric acid",0.911,"trial_1",1.10633333333333
"3215","PA01","PM2","d-Amino-n-Valeric acid",0.363,"trial_1",0.331666666666667
"3216","PA01","PM2","Butyric acid",0.153,"trial_1",0.121
"3217","PA01","PM2","Capric acid",0.479,"trial_1",0.421
"3218","PA01","PM2","Caproic acid",0.306,"trial_1",0.241333333333333
"3219","PA01","PM2","Citraconic acid",0.048,"trial_1",0.0493333333333333
"3220","PA01","PM2","Citramalic acid",0.52,"trial_1",0.696
"3221","PA01","PM2","D-Glucosamine",1.103,"trial_1",1.29
"3222","PA01","PM2","2-Hydroxybenzoic acid",0,"trial_1",0.0116666666666667
"3223","PA01","PM2","4-Hydroxybenzoic acid",0.806,"trial_1",1.056
"3224","PA01","PM2","b-Hydroxybutyric acid",0.399,"trial_1",0.459666666666667
"3225","PA01","PM2","g-Hydroxybutyric acid",0.049,"trial_1",0.0506666666666667
"3226","PA01","PM2","a-Ketovaleric acid",0.675,"trial_1",0.792333333333333
"3227","PA01","PM2","Itaconic acid",2.76,"trial_1",1.84433333333333
"3228","PA01","PM2","5-Keto-D-Gluconic acid",1.068,"trial_1",1.19766666666667
"3229","PA01","PM2","D-Lactic acid Methyl Ester",0.77,"trial_1",1.29133333333333
"3230","PA01","PM2","Malonic acid",0.371,"trial_1",0.430333333333333
"3231","PA01","PM2","Melibionic acid",0.125,"trial_1",0.105
"3232","PA01","PM2","Oxalic acid",0.097,"trial_1",0.101666666666667
"3233","PA01","PM2","Oxalomalic acid",0.249,"trial_1",0.242666666666667
"3234","PA01","PM2","Quinic acid",1.531,"trial_1",2.03033333333333
"3235","PA01","PM2","D-Ribono-1,4-Lactone",0.077,"trial_1",0.0723333333333333
"3236","PA01","PM2","Sebacic acid",0.093,"trial_1",0.120333333333333
"3237","PA01","PM2","Sorbic acid",1.066,"trial_1",1.09266666666667
"3238","PA01","PM2","Succinamic acid",0.604,"trial_1",0.743333333333333
"3239","PA01","PM2","D-Tartaric acid",0.078,"trial_1",0.0863333333333333
"3240","PA01","PM2","L-Tartaric acid",0.054,"trial_1",0.0483333333333333
"3241","PA01","PM2","Acetamide",0.06,"trial_1",0.065
"3242","PA01","PM2","L-Alaninamide",0.093,"trial_1",0.098
"3243","PA01","PM2","N-Acetyl-L-Glutamic acid",0.46,"trial_1",0.449333333333333
"3244","PA01","PM2","L-Arginine",0.764,"trial_1",1.49
"3245","PA01","PM2","Glycine",0.049,"trial_1",0.118666666666667
"3246","PA01","PM2","L-Histidine",1.251,"trial_1",1.74466666666667
"3247","PA01","PM2","L-Homoserine",0.081,"trial_1",0.0543333333333333
"3248","PA01","PM2","Hydroxy-L-Proline",0.461,"trial_1",0.517666666666667
"3249","PA01","PM2","L-Isoleucine",0.36,"trial_1",0.340666666666667
"3250","PA01","PM2","L-Leucine",0.158,"trial_1",0.184666666666667
"3251","PA01","PM2","L-Lysine",0.104,"trial_1",0.114666666666667
"3252","PA01","PM2","L-Methionine",0.044,"trial_1",0.0823333333333333
"3253","PA01","PM2","L-Ornithine",0.523,"trial_1",0.514333333333333
"3254","PA01","PM2","L-Phenylalanine",0.179,"trial_1",0.223333333333333
"3255","PA01","PM2","L-Pyroglutamic acid",1.016,"trial_1",1.03233333333333
"3256","PA01","PM2","L-Valine",0.123,"trial_1",0.103
"3257","PA01","PM2","DL-Carnitine",0.393,"trial_1",0.303
"3258","PA01","PM2","sec-Butylamine",0.135,"trial_1",0.0893333333333333
"3259","PA01","PM2","DL-Octopamine",1.485,"trial_1",1.58
"3260","PA01","PM2","Putrescine",1.8,"trial_1",1.642
"3261","PA01","PM2","Dihydroxyacetone",1.181,"trial_1",1.23333333333333
"3262","PA01","PM2","2,3-Butanediol",0.065,"trial_1",0.115
"3263","PA01","PM2","2,3-Butanedione",0.155,"trial_1",0.119666666666667
"3264","PA01","PM2","3-Hydroxy-2-butanone",0.004,"trial_1",0.027
"3265","PA01","PM2","Negative Control",0,"trial_2",0
"3266","PA01","PM2","Chondroitin Sulfate C",0.07,"trial_2",0.046
"3267","PA01","PM2","a-Cyclodextrin",0.041,"trial_2",0.0343333333333333
"3268","PA01","PM2","b-Cyclodextrin",0.058,"trial_2",0.0423333333333333
"3269","PA01","PM2","g-Cyclodextrin",0.036,"trial_2",0.0346666666666667
"3270","PA01","PM2","Dextrin",0.092,"trial_2",0.077
"3271","PA01","PM2","Gelatin",0.051,"trial_2",0.046
"3272","PA01","PM2","Glycogen",0.042,"trial_2",0.0366666666666667
"3273","PA01","PM2","Inulin",0.058,"trial_2",0.0666666666666667
"3274","PA01","PM2","Laminarin",0.039,"trial_2",0.0543333333333333
"3275","PA01","PM2","Mannan",0,"trial_2",0.00333333333333333
"3276","PA01","PM2","Pectin",0,"trial_2",0.008
"3277","PA01","PM2","N-Acetyl-D-Galactosamine",0.033,"trial_2",0.0273333333333333
"3278","PA01","PM2","N-Acetyl-Neuraminic acid",0.063,"trial_2",0.0696666666666667
"3279","PA01","PM2","b-D-Allose",0.139,"trial_2",0.130333333333333
"3280","PA01","PM2","Amygdalin",0.045,"trial_2",0.058
"3281","PA01","PM2","D-Arabinose",0.887,"trial_2",0.883333333333333
"3282","PA01","PM2","D-Arabitol",0.101,"trial_2",0.105666666666667
"3283","PA01","PM2","L-Arabitol",0.049,"trial_2",0.0583333333333333
"3284","PA01","PM2","Arbutin",0.031,"trial_2",0.0486666666666667
"3285","PA01","PM2","2-Deoxy-D-Ribose",0.919,"trial_2",0.798
"3286","PA01","PM2","i-Erythritol",0.03,"trial_2",0.0373333333333333
"3287","PA01","PM2","D-Fucose",0.124,"trial_2",0.170333333333333
"3288","PA01","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",0.33,"trial_2",0.397666666666667
"3289","PA01","PM2","Gentiobiose",0.029,"trial_2",0.085
"3290","PA01","PM2","L-Glucose",0.052,"trial_2",0.0416666666666667
"3291","PA01","PM2","D-Lactitol",0.049,"trial_2",0.0556666666666667
"3292","PA01","PM2","D-Melezitose",0.041,"trial_2",0.0693333333333333
"3293","PA01","PM2","Maltitol",0.016,"trial_2",0.051
"3294","PA01","PM2","a-Methyl D-Glucoside",0.044,"trial_2",0.0636666666666667
"3295","PA01","PM2","b-Methyl D-Galactoside",0.004,"trial_2",0.0176666666666667
"3296","PA01","PM2","3-O-Methyl-D-Glucose",0.136,"trial_2",0.141
"3297","PA01","PM2","b-Methyl-D-Glucuronic acid",0.057,"trial_2",0.0666666666666667
"3298","PA01","PM2","a-Methyl D-Mannoside",0.059,"trial_2",0.068
"3299","PA01","PM2","b-Methyl D-Xyloside",0,"trial_2",0.0116666666666667
"3300","PA01","PM2","Palatinose",0.269,"trial_2",0.289666666666667
"3301","PA01","PM2","D-Raffinose",0.024,"trial_2",0.0223333333333333
"3302","PA01","PM2","Salicin",0.071,"trial_2",0.05
"3303","PA01","PM2","Sedoheptulosan",0.052,"trial_2",0.0546666666666667
"3304","PA01","PM2","L-Sorbose",0.125,"trial_2",0.129333333333333
"3305","PA01","PM2","Stachyose",0.037,"trial_2",0.0523333333333333
"3306","PA01","PM2","D-Tagatose",0.623,"trial_2",0.487666666666667
"3307","PA01","PM2","Turanose",0.053,"trial_2",0.0696666666666667
"3308","PA01","PM2","Xylitol",0.032,"trial_2",0.0636666666666667
"3309","PA01","PM2","N-Acetyl-D-Glucosaminitol",0.069,"trial_2",0.095
"3310","PA01","PM2","g-Amino-n-Butyric acid",1.059,"trial_2",1.10633333333333
"3311","PA01","PM2","d-Amino-n-Valeric acid",0.31,"trial_2",0.331666666666667
"3312","PA01","PM2","Butyric acid",0,"trial_2",0.121
"3313","PA01","PM2","Capric acid",0.519,"trial_2",0.421
"3314","PA01","PM2","Caproic acid",0.225,"trial_2",0.241333333333333
"3315","PA01","PM2","Citraconic acid",0.041,"trial_2",0.0493333333333333
"3316","PA01","PM2","Citramalic acid",1.127,"trial_2",0.696
"3317","PA01","PM2","D-Glucosamine",1.369,"trial_2",1.29
"3318","PA01","PM2","2-Hydroxybenzoic acid",0,"trial_2",0.0116666666666667
"3319","PA01","PM2","4-Hydroxybenzoic acid",1.545,"trial_2",1.056
"3320","PA01","PM2","b-Hydroxybutyric acid",0.591,"trial_2",0.459666666666667
"3321","PA01","PM2","g-Hydroxybutyric acid",0.02,"trial_2",0.0506666666666667
"3322","PA01","PM2","a-Ketovaleric acid",0.664,"trial_2",0.792333333333333
"3323","PA01","PM2","Itaconic acid",1.619,"trial_2",1.84433333333333
"3324","PA01","PM2","5-Keto-D-Gluconic acid",1.19,"trial_2",1.19766666666667
"3325","PA01","PM2","D-Lactic acid Methyl Ester",2.617,"trial_2",1.29133333333333
"3326","PA01","PM2","Malonic acid",0.455,"trial_2",0.430333333333333
"3327","PA01","PM2","Melibionic acid",0.104,"trial_2",0.105
"3328","PA01","PM2","Oxalic acid",0.111,"trial_2",0.101666666666667
"3329","PA01","PM2","Oxalomalic acid",0.222,"trial_2",0.242666666666667
"3330","PA01","PM2","Quinic acid",2.698,"trial_2",2.03033333333333
"3331","PA01","PM2","D-Ribono-1,4-Lactone",0.043,"trial_2",0.0723333333333333
"3332","PA01","PM2","Sebacic acid",0.084,"trial_2",0.120333333333333
"3333","PA01","PM2","Sorbic acid",0.974,"trial_2",1.09266666666667
"3334","PA01","PM2","Succinamic acid",0.847,"trial_2",0.743333333333333
"3335","PA01","PM2","D-Tartaric acid",0.054,"trial_2",0.0863333333333333
"3336","PA01","PM2","L-Tartaric acid",0,"trial_2",0.0483333333333333
"3337","PA01","PM2","Acetamide",0.09,"trial_2",0.065
"3338","PA01","PM2","L-Alaninamide",0.098,"trial_2",0.098
"3339","PA01","PM2","N-Acetyl-L-Glutamic acid",0.416,"trial_2",0.449333333333333
"3340","PA01","PM2","L-Arginine",2.753,"trial_2",1.49
"3341","PA01","PM2","Glycine",0.121,"trial_2",0.118666666666667
"3342","PA01","PM2","L-Histidine",2.5,"trial_2",1.74466666666667
"3343","PA01","PM2","L-Homoserine",0,"trial_2",0.0543333333333333
"3344","PA01","PM2","Hydroxy-L-Proline",0.568,"trial_2",0.517666666666667
"3345","PA01","PM2","L-Isoleucine",0.278,"trial_2",0.340666666666667
"3346","PA01","PM2","L-Leucine",0.152,"trial_2",0.184666666666667
"3347","PA01","PM2","L-Lysine",0.055,"trial_2",0.114666666666667
"3348","PA01","PM2","L-Methionine",0.06,"trial_2",0.0823333333333333
"3349","PA01","PM2","L-Ornithine",0.462,"trial_2",0.514333333333333
"3350","PA01","PM2","L-Phenylalanine",0.128,"trial_2",0.223333333333333
"3351","PA01","PM2","L-Pyroglutamic acid",1.191,"trial_2",1.03233333333333
"3352","PA01","PM2","L-Valine",0.073,"trial_2",0.103
"3353","PA01","PM2","DL-Carnitine",0.159,"trial_2",0.303
"3354","PA01","PM2","sec-Butylamine",0.035,"trial_2",0.0893333333333333
"3355","PA01","PM2","DL-Octopamine",1.803,"trial_2",1.58
"3356","PA01","PM2","Putrescine",1.532,"trial_2",1.642
"3357","PA01","PM2","Dihydroxyacetone",1.31,"trial_2",1.23333333333333
"3358","PA01","PM2","2,3-Butanediol",0.148,"trial_2",0.115
"3359","PA01","PM2","2,3-Butanedione",0.073,"trial_2",0.119666666666667
"3360","PA01","PM2","3-Hydroxy-2-butanone",0,"trial_2",0.027
"3361","PA01","PM2","Negative Control",0,"trial_3",0
"3362","PA01","PM2","Chondroitin Sulfate C",0,"trial_3",0.046
"3363","PA01","PM2","a-Cyclodextrin",0.018,"trial_3",0.0343333333333333
"3364","PA01","PM2","b-Cyclodextrin",0.026,"trial_3",0.0423333333333333
"3365","PA01","PM2","g-Cyclodextrin",0.025,"trial_3",0.0346666666666667
"3366","PA01","PM2","Dextrin",0.059,"trial_3",0.077
"3367","PA01","PM2","Gelatin",0.064,"trial_3",0.046
"3368","PA01","PM2","Glycogen",0.051,"trial_3",0.0366666666666667
"3369","PA01","PM2","Inulin",0.038,"trial_3",0.0666666666666667
"3370","PA01","PM2","Laminarin",0.071,"trial_3",0.0543333333333333
"3371","PA01","PM2","Mannan",0.001,"trial_3",0.00333333333333333
"3372","PA01","PM2","Pectin",0.024,"trial_3",0.008
"3373","PA01","PM2","N-Acetyl-D-Galactosamine",0.007,"trial_3",0.0273333333333333
"3374","PA01","PM2","N-Acetyl-Neuraminic acid",0.063,"trial_3",0.0696666666666667
"3375","PA01","PM2","b-D-Allose",0.081,"trial_3",0.130333333333333
"3376","PA01","PM2","Amygdalin",0.056,"trial_3",0.058
"3377","PA01","PM2","D-Arabinose",0.862,"trial_3",0.883333333333333
"3378","PA01","PM2","D-Arabitol",0.103,"trial_3",0.105666666666667
"3379","PA01","PM2","L-Arabitol",0.057,"trial_3",0.0583333333333333
"3380","PA01","PM2","Arbutin",0.052,"trial_3",0.0486666666666667
"3381","PA01","PM2","2-Deoxy-D-Ribose",0.73,"trial_3",0.798
"3382","PA01","PM2","i-Erythritol",0.048,"trial_3",0.0373333333333333
"3383","PA01","PM2","D-Fucose",0.252,"trial_3",0.170333333333333
"3384","PA01","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",0.455,"trial_3",0.397666666666667
"3385","PA01","PM2","Gentiobiose",0,"trial_3",0.085
"3386","PA01","PM2","L-Glucose",0.014,"trial_3",0.0416666666666667
"3387","PA01","PM2","D-Lactitol",0.043,"trial_3",0.0556666666666667
"3388","PA01","PM2","D-Melezitose",0.072,"trial_3",0.0693333333333333
"3389","PA01","PM2","Maltitol",0.081,"trial_3",0.051
"3390","PA01","PM2","a-Methyl D-Glucoside",0.067,"trial_3",0.0636666666666667
"3391","PA01","PM2","b-Methyl D-Galactoside",0.031,"trial_3",0.0176666666666667
"3392","PA01","PM2","3-O-Methyl-D-Glucose",0.151,"trial_3",0.141
"3393","PA01","PM2","b-Methyl-D-Glucuronic acid",0.082,"trial_3",0.0666666666666667
"3394","PA01","PM2","a-Methyl D-Mannoside",0.082,"trial_3",0.068
"3395","PA01","PM2","b-Methyl D-Xyloside",0.026,"trial_3",0.0116666666666667
"3396","PA01","PM2","Palatinose",0.366,"trial_3",0.289666666666667
"3397","PA01","PM2","D-Raffinose",0,"trial_3",0.0223333333333333
"3398","PA01","PM2","Salicin",0.013,"trial_3",0.05
"3399","PA01","PM2","Sedoheptulosan",0.044,"trial_3",0.0546666666666667
"3400","PA01","PM2","L-Sorbose",0.132,"trial_3",0.129333333333333
"3401","PA01","PM2","Stachyose",0.065,"trial_3",0.0523333333333333
"3402","PA01","PM2","D-Tagatose",0.45,"trial_3",0.487666666666667
"3403","PA01","PM2","Turanose",0.08,"trial_3",0.0696666666666667
"3404","PA01","PM2","Xylitol",0.085,"trial_3",0.0636666666666667
"3405","PA01","PM2","N-Acetyl-D-Glucosaminitol",0.124,"trial_3",0.095
"3406","PA01","PM2","g-Amino-n-Butyric acid",1.349,"trial_3",1.10633333333333
"3407","PA01","PM2","d-Amino-n-Valeric acid",0.322,"trial_3",0.331666666666667
"3408","PA01","PM2","Butyric acid",0.21,"trial_3",0.121
"3409","PA01","PM2","Capric acid",0.265,"trial_3",0.421
"3410","PA01","PM2","Caproic acid",0.193,"trial_3",0.241333333333333
"3411","PA01","PM2","Citraconic acid",0.059,"trial_3",0.0493333333333333
"3412","PA01","PM2","Citramalic acid",0.441,"trial_3",0.696
"3413","PA01","PM2","D-Glucosamine",1.398,"trial_3",1.29
"3414","PA01","PM2","2-Hydroxybenzoic acid",0.035,"trial_3",0.0116666666666667
"3415","PA01","PM2","4-Hydroxybenzoic acid",0.817,"trial_3",1.056
"3416","PA01","PM2","b-Hydroxybutyric acid",0.389,"trial_3",0.459666666666667
"3417","PA01","PM2","g-Hydroxybutyric acid",0.083,"trial_3",0.0506666666666667
"3418","PA01","PM2","a-Ketovaleric acid",1.038,"trial_3",0.792333333333333
"3419","PA01","PM2","Itaconic acid",1.154,"trial_3",1.84433333333333
"3420","PA01","PM2","5-Keto-D-Gluconic acid",1.335,"trial_3",1.19766666666667
"3421","PA01","PM2","D-Lactic acid Methyl Ester",0.487,"trial_3",1.29133333333333
"3422","PA01","PM2","Malonic acid",0.465,"trial_3",0.430333333333333
"3423","PA01","PM2","Melibionic acid",0.086,"trial_3",0.105
"3424","PA01","PM2","Oxalic acid",0.097,"trial_3",0.101666666666667
"3425","PA01","PM2","Oxalomalic acid",0.257,"trial_3",0.242666666666667
"3426","PA01","PM2","Quinic acid",1.862,"trial_3",2.03033333333333
"3427","PA01","PM2","D-Ribono-1,4-Lactone",0.097,"trial_3",0.0723333333333333
"3428","PA01","PM2","Sebacic acid",0.184,"trial_3",0.120333333333333
"3429","PA01","PM2","Sorbic acid",1.238,"trial_3",1.09266666666667
"3430","PA01","PM2","Succinamic acid",0.779,"trial_3",0.743333333333333
"3431","PA01","PM2","D-Tartaric acid",0.127,"trial_3",0.0863333333333333
"3432","PA01","PM2","L-Tartaric acid",0.091,"trial_3",0.0483333333333333
"3433","PA01","PM2","Acetamide",0.045,"trial_3",0.065
"3434","PA01","PM2","L-Alaninamide",0.103,"trial_3",0.098
"3435","PA01","PM2","N-Acetyl-L-Glutamic acid",0.472,"trial_3",0.449333333333333
"3436","PA01","PM2","L-Arginine",0.953,"trial_3",1.49
"3437","PA01","PM2","Glycine",0.186,"trial_3",0.118666666666667
"3438","PA01","PM2","L-Histidine",1.483,"trial_3",1.74466666666667
"3439","PA01","PM2","L-Homoserine",0.082,"trial_3",0.0543333333333333
"3440","PA01","PM2","Hydroxy-L-Proline",0.524,"trial_3",0.517666666666667
"3441","PA01","PM2","L-Isoleucine",0.384,"trial_3",0.340666666666667
"3442","PA01","PM2","L-Leucine",0.244,"trial_3",0.184666666666667
"3443","PA01","PM2","L-Lysine",0.185,"trial_3",0.114666666666667
"3444","PA01","PM2","L-Methionine",0.143,"trial_3",0.0823333333333333
"3445","PA01","PM2","L-Ornithine",0.558,"trial_3",0.514333333333333
"3446","PA01","PM2","L-Phenylalanine",0.363,"trial_3",0.223333333333333
"3447","PA01","PM2","L-Pyroglutamic acid",0.89,"trial_3",1.03233333333333
"3448","PA01","PM2","L-Valine",0.113,"trial_3",0.103
"3449","PA01","PM2","DL-Carnitine",0.357,"trial_3",0.303
"3450","PA01","PM2","sec-Butylamine",0.098,"trial_3",0.0893333333333333
"3451","PA01","PM2","DL-Octopamine",1.452,"trial_3",1.58
"3452","PA01","PM2","Putrescine",1.594,"trial_3",1.642
"3453","PA01","PM2","Dihydroxyacetone",1.209,"trial_3",1.23333333333333
"3454","PA01","PM2","2,3-Butanediol",0.132,"trial_3",0.115
"3455","PA01","PM2","2,3-Butanedione",0.131,"trial_3",0.119666666666667
"3456","PA01","PM2","3-Hydroxy-2-butanone",0.077,"trial_3",0.027
"3457","PA14","PM2","Negative Control",0,"trial_1",0
"3458","PA14","PM2","Chondroitin Sulfate C",0.074,"trial_1",0.036
"3459","PA14","PM2","a-Cyclodextrin",0.069,"trial_1",0.0263333333333333
"3460","PA14","PM2","b-Cyclodextrin",0.074,"trial_1",0.039
"3461","PA14","PM2","g-Cyclodextrin",0.05,"trial_1",0.0306666666666667
"3462","PA14","PM2","Dextrin",0.185,"trial_1",0.120333333333333
"3463","PA14","PM2","Gelatin",0.401,"trial_1",0.633333333333333
"3464","PA14","PM2","Glycogen",0.067,"trial_1",0.0543333333333333
"3465","PA14","PM2","Inulin",0.132,"trial_1",0.0693333333333333
"3466","PA14","PM2","Laminarin",0.148,"trial_1",0.105
"3467","PA14","PM2","Mannan",0.041,"trial_1",0.0243333333333333
"3468","PA14","PM2","Pectin",0.053,"trial_1",0.0223333333333333
"3469","PA14","PM2","N-Acetyl-D-Galactosamine",0.045,"trial_1",0.026
"3470","PA14","PM2","N-Acetyl-Neuraminic acid",0.132,"trial_1",0.127
"3471","PA14","PM2","b-D-Allose",0.162,"trial_1",0.230666666666667
"3472","PA14","PM2","Amygdalin",0.116,"trial_1",0.101
"3473","PA14","PM2","D-Arabinose",0.769,"trial_1",0.745
"3474","PA14","PM2","D-Arabitol",0.4,"trial_1",0.327666666666667
"3475","PA14","PM2","L-Arabitol",0.076,"trial_1",0.0536666666666667
"3476","PA14","PM2","Arbutin",0.063,"trial_1",0.0636666666666667
"3477","PA14","PM2","2-Deoxy-D-Ribose",0.654,"trial_1",0.693
"3478","PA14","PM2","i-Erythritol",0.094,"trial_1",0.0593333333333333
"3479","PA14","PM2","D-Fucose",0.276,"trial_1",0.357333333333333
"3480","PA14","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",0.368,"trial_1",0.446666666666667
"3481","PA14","PM2","Gentiobiose",0.09,"trial_1",0.062
"3482","PA14","PM2","L-Glucose",0.054,"trial_1",0.0726666666666667
"3483","PA14","PM2","D-Lactitol",0.134,"trial_1",0.132
"3484","PA14","PM2","D-Melezitose",0.122,"trial_1",0.100333333333333
"3485","PA14","PM2","Maltitol",0.129,"trial_1",0.11
"3486","PA14","PM2","a-Methyl D-Glucoside",0.099,"trial_1",0.0963333333333333
"3487","PA14","PM2","b-Methyl D-Galactoside",0.059,"trial_1",0.0443333333333333
"3488","PA14","PM2","3-O-Methyl-D-Glucose",0.158,"trial_1",0.172333333333333
"3489","PA14","PM2","b-Methyl-D-Glucuronic acid",0.086,"trial_1",0.09
"3490","PA14","PM2","a-Methyl D-Mannoside",0.103,"trial_1",0.108666666666667
"3491","PA14","PM2","b-Methyl D-Xyloside",0.016,"trial_1",0.0156666666666667
"3492","PA14","PM2","Palatinose",0.28,"trial_1",0.373333333333333
"3493","PA14","PM2","D-Raffinose",0.075,"trial_1",0.0393333333333333
"3494","PA14","PM2","Salicin",0.117,"trial_1",0.0746666666666667
"3495","PA14","PM2","Sedoheptulosan",0.129,"trial_1",0.122333333333333
"3496","PA14","PM2","L-Sorbose",0.223,"trial_1",0.229
"3497","PA14","PM2","Stachyose",0.128,"trial_1",0.108666666666667
"3498","PA14","PM2","D-Tagatose",0.67,"trial_1",0.676333333333333
"3499","PA14","PM2","Turanose",0.088,"trial_1",0.085
"3500","PA14","PM2","Xylitol",0.102,"trial_1",0.115333333333333
"3501","PA14","PM2","N-Acetyl-D-Glucosaminitol",0.135,"trial_1",0.147
"3502","PA14","PM2","g-Amino-n-Butyric acid",2.538,"trial_1",2.711
"3503","PA14","PM2","d-Amino-n-Valeric acid",1.02,"trial_1",0.611
"3504","PA14","PM2","Butyric acid",1.534,"trial_1",0.89
"3505","PA14","PM2","Capric acid",0.376,"trial_1",0.393333333333333
"3506","PA14","PM2","Caproic acid",0.952,"trial_1",0.791666666666667
"3507","PA14","PM2","Citraconic acid",0.134,"trial_1",0.096
"3508","PA14","PM2","Citramalic acid",2.713,"trial_1",2.21666666666667
"3509","PA14","PM2","D-Glucosamine",1.343,"trial_1",1.384
"3510","PA14","PM2","2-Hydroxybenzoic acid",0.054,"trial_1",0.0416666666666667
"3511","PA14","PM2","4-Hydroxybenzoic acid",1.289,"trial_1",1.18766666666667
"3512","PA14","PM2","b-Hydroxybutyric acid",2.317,"trial_1",2.168
"3513","PA14","PM2","g-Hydroxybutyric acid",0.066,"trial_1",0.057
"3514","PA14","PM2","a-Ketovaleric acid",1.151,"trial_1",1.153
"3515","PA14","PM2","Itaconic acid",1.669,"trial_1",1.45
"3516","PA14","PM2","5-Keto-D-Gluconic acid",1.079,"trial_1",1.15433333333333
"3517","PA14","PM2","D-Lactic acid Methyl Ester",2.533,"trial_1",2.066
"3518","PA14","PM2","Malonic acid",2.179,"trial_1",1.70233333333333
"3519","PA14","PM2","Melibionic acid",0.228,"trial_1",0.187333333333333
"3520","PA14","PM2","Oxalic acid",0.166,"trial_1",0.132333333333333
"3521","PA14","PM2","Oxalomalic acid",0.242,"trial_1",0.272
"3522","PA14","PM2","Quinic acid",0.092,"trial_1",0.0916666666666667
"3523","PA14","PM2","D-Ribono-1,4-Lactone",0.109,"trial_1",0.0926666666666667
"3524","PA14","PM2","Sebacic acid",0.263,"trial_1",0.217
"3525","PA14","PM2","Sorbic acid",0.927,"trial_1",0.891
"3526","PA14","PM2","Succinamic acid",1.591,"trial_1",1.54666666666667
"3527","PA14","PM2","D-Tartaric acid",0.1,"trial_1",0.0983333333333333
"3528","PA14","PM2","L-Tartaric acid",0.125,"trial_1",0.0876666666666667
"3529","PA14","PM2","Acetamide",0.151,"trial_1",0.102
"3530","PA14","PM2","L-Alaninamide",0.372,"trial_1",0.477333333333333
"3531","PA14","PM2","N-Acetyl-L-Glutamic acid",2.779,"trial_1",2.41566666666667
"3532","PA14","PM2","L-Arginine",2.991,"trial_1",2.91533333333333
"3533","PA14","PM2","Glycine",0.463,"trial_1",0.454333333333333
"3534","PA14","PM2","L-Histidine",3.184,"trial_1",2.75666666666667
"3535","PA14","PM2","L-Homoserine",0.308,"trial_1",0.320666666666667
"3536","PA14","PM2","Hydroxy-L-Proline",1.858,"trial_1",1.58233333333333
"3537","PA14","PM2","L-Isoleucine",1.699,"trial_1",1.60966666666667
"3538","PA14","PM2","L-Leucine",1.08,"trial_1",0.836666666666667
"3539","PA14","PM2","L-Lysine",0.209,"trial_1",0.208333333333333
"3540","PA14","PM2","L-Methionine",0.124,"trial_1",0.0983333333333333
"3541","PA14","PM2","L-Ornithine",1.071,"trial_1",0.596333333333333
"3542","PA14","PM2","L-Phenylalanine",0.259,"trial_1",0.136333333333333
"3543","PA14","PM2","L-Pyroglutamic acid",3.329,"trial_1",2.60866666666667
"3544","PA14","PM2","L-Valine",0.207,"trial_1",0.150666666666667
"3545","PA14","PM2","DL-Carnitine",1.474,"trial_1",0.771666666666667
"3546","PA14","PM2","sec-Butylamine",0.148,"trial_1",0.136666666666667
"3547","PA14","PM2","DL-Octopamine",2.782,"trial_1",2.13566666666667
"3548","PA14","PM2","Putrescine",2.096,"trial_1",2.56233333333333
"3549","PA14","PM2","Dihydroxyacetone",1.211,"trial_1",1.21366666666667
"3550","PA14","PM2","2,3-Butanediol",0.16,"trial_1",0.101333333333333
"3551","PA14","PM2","2,3-Butanedione",0.127,"trial_1",0.125333333333333
